text,label,text_minimal,text_no_punctuation,text_stopwords,text_stemming
A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .,positive,a & euro ; 4.8 million investment in 13.6 % of lewa netted deutsche beteiligungs & euro ; 21 million .,a euro 4 8 million investment in 13 6 of lewa netted deutsche beteiligungs euro 21 million,euro 4 8 million investment 13 6 lewa netted deutsche beteiligungs euro 21 million,euro 4 8 million invest 13 6 lewa net deutsch beteiligung euro 21 million
"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",positive,"in china , finnish kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between beijing and shanghai in a 1.5 years ' time .",in china finnish kone that provides elevators escalators and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high speed railway section between beijing and shanghai in a 1 5 years time,china finnish kone provides elevators escalators solutions modernisation maintenance build 342 escalators installed high speed railway section beijing shanghai 1 5 years time,china finnish kone provid elev escal solut modernis mainten build 342 escal instal high speed railway section beij shanghai 1 5 year time
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .",positive,"according to pkc , the acquisition would bring a significant addition to pkc 's customer base .",according to pkc the acquisition would bring a significant addition to pkc s customer base,according pkc acquisition bring significant addition pkc s customer base,accord pkc acquisit bring signific addit pkc s custom base
Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .,positive,airbus has 100 firm orders for the a350 and 89 nonbinding commitments .,airbus has 100 firm orders for the a350 and 89 nonbinding commitments,airbus 100 firm orders a350 89 nonbinding commitments,airbu 100 firm order a350 89 nonbind commit
Aspo 's net sales in 2006 totaled EUR 225.9 million .,neutral,aspo 's net sales in 2006 totaled eur 225.9 million .,aspo s net sales in 2006 totaled eur 225 9 million,aspo s net sales 2006 totaled eur 225 9 million,aspo s net sale 2006 total eur 225 9 million
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",positive,"at the end of the review period , nordic aluminium 's order book stood at eur 8.77 mn compared to eur 7.04 in 2005 .",at the end of the review period nordic aluminium s order book stood at eur 8 77 mn compared to eur 7 04 in 2005,end review period nordic aluminium s order book stood eur 8 77 mn compared eur 7 04 2005,end review period nordic aluminium s order book stood eur 8 77 mn compar eur 7 04 2005
Both companies ' existing investment plans will be coordinated .,neutral,both companies ' existing investment plans will be coordinated .,both companies existing investment plans will be coordinated,companies existing investment plans coordinated,compani exist invest plan coordin
Both the net sales and operating profit were record high in the company 's history .,positive,both the net sales and operating profit were record high in the company 's history .,both the net sales and operating profit were record high in the company s history,net sales operating profit record high company s history,net sale oper profit record high compani s histori
E 's building system service had revenue of EUR 355 mln in 2007 .,neutral,e 's building system service had revenue of eur 355 mln in 2007 .,e s building system service had revenue of eur 355 mln in 2007,e s building service revenue eur 355 mln 2007,e s build servic revenu eur 355 mln 2007
"Elcoteq 's stock of orders has stabilised in the past weeks , Mr Krippl said .",positive,"elcoteq 's stock of orders has stabilised in the past weeks , mr krippl said .",elcoteq s stock of orders has stabilised in the past weeks mr krippl said,elcoteq s stock orders stabilised past weeks mr krippl said,elcoteq s stock order stabilis past week mr krippl said
Export accounts for about one tenth of the company 's annual turnover of one billion kroons .,neutral,export accounts for about one tenth of the company 's annual turnover of one billion kroons .,export accounts for about one tenth of the company s annual turnover of one billion kroons,export accounts tenth company s annual turnover billion kroons,export account tenth compani s annual turnov billion kroon
"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",positive,"favourable currency rates also contributed to higher net sales , '' ceo kari kauniskangas said .",favourable currency rates also contributed to higher net sales '' ceo kari kauniskangas said,favourable currency rates contributed higher net sales '' ceo kari kauniskangas said,favour currenc rate contribut higher net sale '' ceo kari kauniskanga said
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",positive,"fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of eur5 million a year by consolidating certain parts of the housewares division where the two compete .",fiskars a 360 year old global business best known for its orange handled scissors expects to derive synergies of eur5 million a year by consolidating certain parts of the housewares division where the two compete,fiskars 360 year old global business best known orange handled scissors expects derive synergies eur5 million year consolidating certain parts housewares division compete,fiskar 360 year old global busi best known orang handl scissor expect deriv synergi eur5 million year consolid certain part housewar divis compet
"For 2009 , Incap expects revenue of some EUR 70 million .",neutral,"for 2009 , incap expects revenue of some eur 70 million .",for 2009 incap expects revenue of some eur 70 million,2009 incap expects revenue eur 70 million,2009 incap expect revenu eur 70 million
"Full-year net sales are expected to increase by approximately 10 % , the company said .",positive,"full-year net sales are expected to increase by approximately 10 % , the company said .",full year net sales are expected to increase by approximately 10 the company said,year net sales expected increase approximately 10 company said,year net sale expect increas approxim 10 compani said
"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees .",neutral,"in 2006 the company 's net sales amounted to approximately eur259m and it has some 8,000 employees .",in 2006 the company s net sales amounted to approximately eur259m and it has some 8 000 employees,2006 company s net sales amounted approximately eur259m 8 000 employees,2006 compani s net sale amount approxim eur259m 8 000 employe
"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees .",neutral,"in 2009 , kone had annual net sales of eur 4.7 billion and approximately 34,000 employees .",in 2009 kone had annual net sales of eur 4 7 billion and approximately 34 000 employees,2009 kone annual net sales eur 4 7 billion approximately 34 000 employees,2009 kone annual net sale eur 4 7 billion approxim 34 000 employe
"In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said .",positive,"in addition to the indian market , the new plant will serve salcomp 's customers globally , the company said .",in addition to the indian market the new plant will serve salcomp s customers globally the company said,addition indian market new plant serve salcomp s customers globally company said,addit indian market new plant serv salcomp s custom global compani said
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",positive,"in q1 '10 19 april 2010 - finnish forest machinery and equipment maker ponsse oyj hel : pon1v said today that it expects to swing to a net profit of some eur6 .3 m in the first quarter of 2010 , from an eur9 .6 m loss a year earlier .",in q1 10 19 april 2010 finnish forest machinery and equipment maker ponsse oyj hel pon1v said today that it expects to swing to a net profit of some eur6 3 m in the first quarter of 2010 from an eur9 6 m loss a year earlier,q1 10 19 april 2010 finnish forest machinery equipment maker ponsse oyj hel pon1v said today expects swing net profit eur6 3 m quarter 2010 eur9 6 m loss year earlier,q1 10 19 april 2010 finnish forest machineri equip maker ponss oyj hel pon1v said today expect swing net profit eur6 3 m quarter 2010 eur9 6 m loss year earlier
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",positive,"in the beginning of this year , wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",in the beginning of this year wartsila had secured an order to deliver four gas fuelled main engines and propulsion machinery for the same vessel,beginning year wartsila secured order deliver gas fuelled main engines propulsion machinery vessel,begin year wartsila secur order deliv ga fuell main engin propuls machineri vessel
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",neutral,"in the second quarter of 2009 , net sales through operator business partners represented 47 % of the group 's total net sales .",in the second quarter of 2009 net sales through operator business partners represented 47 of the group s total net sales,second quarter 2009 net sales operator business partners represented 47 group s total net sales,second quarter 2009 net sale oper busi partner repres 47 group s total net sale
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",positive,"india 's trade with russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",india s trade with russia currently stands at four billion dollars growing 9 6 per cent in fiscal 2007,india s trade russia currently stands billion dollars growing 9 6 cent fiscal 2007,india s trade russia current stand billion dollar grow 9 6 cent fiscal 2007
"Instead , Elcoteq has signed a non-binding Letter of Intent with another Asian strategic investor .",positive,"instead , elcoteq has signed a non-binding letter of intent with another asian strategic investor .",instead elcoteq has signed a non binding letter of intent with another asian strategic investor,instead elcoteq signed non binding letter intent asian strategic investor,instead elcoteq sign non bind letter intent asian strateg investor
International operations accounted for over 80 % of net sales .,neutral,international operations accounted for over 80 % of net sales .,international operations accounted for over 80 of net sales,international operations accounted 80 net sales,intern oper account 80 net sale
"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .",neutral,"latin america currently accounts for approximately 40 % of sales at finnish bss-oss and vas supplier for telecoms operators tecnotree , company president and ceo eero mertano told bnamericas .",latin america currently accounts for approximately 40 of sales at finnish bss oss and vas supplier for telecoms operators tecnotree company president and ceo eero mertano told bnamericas,latin america currently accounts approximately 40 sales finnish bss oss vas supplier telecoms operators tecnotree company president ceo eero mertano told bnamericas,latin america current account approxim 40 sale finnish bss oss va supplier telecom oper tecnotre compani presid ceo eero mertano told bnamerica
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",positive,"lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",lithuanian beer makers sold 256 88 million liters of beer in 2005 a rise of 4 5 per cent from the year earlier figure of 245 92 million liters,lithuanian beer makers sold 256 88 million liters beer 2005 rise 4 5 cent year earlier figure 245 92 million liters,lithuanian beer maker sold 256 88 million liter beer 2005 rise 4 5 cent year earlier figur 245 92 million liter
Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,positive,loss after taxes amounted to eur 1.2 mn compared to a loss of 2.6 mn .,loss after taxes amounted to eur 1 2 mn compared to a loss of 2 6 mn,loss taxes amounted eur 1 2 mn compared loss 2 6 mn,loss tax amount eur 1 2 mn compar loss 2 6 mn
"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .",neutral,"net sales in 2010 were about eur 2.0 billion , of which international operations accounted for roughly a quarter .",net sales in 2010 were about eur 2 0 billion of which international operations accounted for roughly a quarter,net sales 2010 eur 2 0 billion international operations accounted roughly quarter,net sale 2010 eur 2 0 billion intern oper account roughli quarter
Net sales revenue per passenger is expected to increase .,positive,net sales revenue per passenger is expected to increase .,net sales revenue per passenger is expected to increase,net sales revenue passenger expected increase,net sale revenu passeng expect increas
"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",neutral,"nokia oyj 's production site at bochum , germany , posted profit before interest of 134 mln eur for 2007 , capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",nokia oyj s production site at bochum germany posted profit before interest of 134 mln eur for 2007 capital reported in an excerpt of an article to be released tomorrow citing internal documents,nokia oyj s production site bochum germany posted profit 134 mln eur 2007 capital reported excerpt article released tomorrow citing internal documents,nokia oyj s product site bochum germani post profit 134 mln eur 2007 capit report excerpt articl releas tomorrow cite intern document
"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",neutral,"operating income was eur -24.9 mn , including eur 15.3 mn of restructuring expenses .",operating income was eur 24 9 mn including eur 15 3 mn of restructuring expenses,operating income eur 24 9 mn including eur 15 3 mn restructuring expenses,oper incom eur 24 9 mn includ eur 15 3 mn restructur expens
Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,neutral,operating profit for the quarter april-june 2006 amounted to eur42 .9 m on net sales of eur156 .3 m.,operating profit for the quarter april june 2006 amounted to eur42 9 m on net sales of eur156 3 m,operating profit quarter april june 2006 amounted eur42 9 m net sales eur156 3 m,oper profit quarter april june 2006 amount eur42 9 m net sale eur156 3 m
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,neutral,poyry 's net sales in 2007 amounted to about eur 720 million and it employs 7400 experts .,poyry s net sales in 2007 amounted to about eur 720 million and it employs 7400 experts,poyry s net sales 2007 amounted eur 720 million employs 7400 experts,poyri s net sale 2007 amount eur 720 million employ 7400 expert
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive,return on investment was 16.6 % compared to 15.8 % in 2004 .,return on investment was 16 6 compared to 15 8 in 2004,return investment 16 6 compared 15 8 2004,return invest 16 6 compar 15 8 2004
Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,neutral,roshan 's net sales in 2006 were $ 191 million and ebitda was $ 66.5 million .,roshan s net sales in 2006 were 191 million and ebitda was 66 5 million,roshan s net sales 2006 191 million ebitda 66 5 million,roshan s net sale 2006 191 million ebitda 66 5 million
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,positive,self-service and automation are in a bigger role now and fujitsu 's global resources will be exploited effectively .,self service and automation are in a bigger role now and fujitsu s global resources will be exploited effectively,self service automation bigger role fujitsu s global resources exploited effectively,self servic autom bigger role fujitsu s global resourc exploit effect
"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .",neutral,"the board of directors proposes to the shareholders ' meeting on 18 march 2010 that the company would pay dividend for the financial year january 1 - december 31 , 2009 , eur 0.02 per share .",the board of directors proposes to the shareholders meeting on 18 march 2010 that the company would pay dividend for the financial year january 1 december 31 2009 eur 0 02 per share,board directors proposes shareholders meeting 18 march 2010 company pay dividend financial year january 1 december 31 2009 eur 0 02 share,board director propos sharehold meet 18 march 2010 compani pay dividend financi year januari 1 decemb 31 2009 eur 0 02 share
"The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .",neutral,"the company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .",the company employing 6 400 reported net sales of 620 mln euro 823 2 mln for 2006,company employing 6 400 reported net sales 620 mln euro 823 2 mln 2006,compani employ 6 400 report net sale 620 mln euro 823 2 mln 2006
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,positive,the company moved to an operating profit of eur10 .9 m versus an operating loss of eur15 .3 m. it also turned to eps of eur0 .08 versus loss per share of eur0 .04 .,the company moved to an operating profit of eur10 9 m versus an operating loss of eur15 3 m it also turned to eps of eur0 08 versus loss per share of eur0 04,company moved operating profit eur10 9 m versus operating loss eur15 3 m turned eps eur0 08 versus loss share eur0 04,compani move oper profit eur10 9 m versu oper loss eur15 3 m turn ep eur0 08 versu loss share eur0 04
"The company reported net sales of EUR550m in 2005 and had some 3,200 employees .",neutral,"the company reported net sales of eur550m in 2005 and had some 3,200 employees .",the company reported net sales of eur550m in 2005 and had some 3 200 employees,company reported net sales eur550m 2005 3 200 employees,compani report net sale eur550m 2005 3 200 employe
The company 's net sales in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .,neutral,the company 's net sales in 2010 totalled meur 311.4 with an operating margin of 13.9 per cent .,the company s net sales in 2010 totalled meur 311 4 with an operating margin of 13 9 per cent,company s net sales 2010 totalled meur 311 4 operating margin 13 9 cent,compani s net sale 2010 total meur 311 4 oper margin 13 9 cent
"The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .",neutral,"the company will pay a dividend of eur 0.50 per share , a total of eur 14mn .",the company will pay a dividend of eur 0 50 per share a total of eur 14mn,company pay dividend eur 0 50 share total eur 14mn,compani pay dividend eur 0 50 share total eur 14mn
"The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .",neutral,"the decision of tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .",the decision of tekes was based on among other the following grounds the project has a significant impact on the business development of the company,decision tekes based following grounds project significant impact business development company,decis teke base follow ground project signific impact busi develop compani
"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",neutral,"the estimated turnover of the new company is lvl 2,5 million eek 40 million .",the estimated turnover of the new company is lvl 2 5 million eek 40 million,estimated turnover new company lvl 2 5 million eek 40 million,estim turnov new compani lvl 2 5 million eek 40 million
The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide .,neutral,the finnish company claims to have over a quarter of a million contented tulikivi fireplace business and homeowners worldwide .,the finnish company claims to have over a quarter of a million contented tulikivi fireplace business and homeowners worldwide,finnish company claims quarter million contented tulikivi fireplace business homeowners worldwide,finnish compani claim quarter million content tulikivi fireplac busi homeown worldwid
The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,neutral,the four-year contract between the bank and ski sport finland will bring the bank 's advertisements to skiers helmets and caps .,the four year contract between the bank and ski sport finland will bring the bank s advertisements to skiers helmets and caps,year contract bank ski sport finland bring bank s advertisements skiers helmets caps,year contract bank ski sport finland bring bank s advertis skier helmet cap
"The Group , with net sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries .",neutral,"the group , with net sales of eur 235 million in 2009 , employs more than 2 000 people in 33 countries .",the group with net sales of eur 235 million in 2009 employs more than 2 000 people in 33 countries,group net sales eur 235 million 2009 employs 2 000 people 33 countries,group net sale eur 235 million 2009 employ 2 000 peopl 33 countri
The group had an order book of EUR 7.74 mn at the end of 2007 .,neutral,the group had an order book of eur 7.74 mn at the end of 2007 .,the group had an order book of eur 7 74 mn at the end of 2007,group order book eur 7 74 mn end 2007,group order book eur 7 74 mn end 2007
The insurer anticipates its share in Nordea 's net profit to be significant .,positive,the insurer anticipates its share in nordea 's net profit to be significant .,the insurer anticipates its share in nordea s net profit to be significant,insurer anticipates share nordea s net profit significant,insur anticip share nordea s net profit signific
"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",positive,"the item included restructuring costs of eur1 .6 m , while a year earlier they were eur13 .1 m. diluted eps stood at eur0 .3 versus a loss per share of eur 0.1 .",the item included restructuring costs of eur1 6 m while a year earlier they were eur13 1 m diluted eps stood at eur0 3 versus a loss per share of eur 0 1,item included restructuring costs eur1 6 m year earlier eur13 1 m diluted eps stood eur0 3 versus loss share eur 0 1,item includ restructur cost eur1 6 m year earlier eur13 1 m dilut ep stood eur0 3 versu loss share eur 0 1
"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .",positive,"the new office , located in shenzhen , will strengthen vaisala 's already 10-year old presence in china .",the new office located in shenzhen will strengthen vaisala s already 10 year old presence in china,new office located shenzhen strengthen vaisala s 10 year old presence china,new offic locat shenzhen strengthen vaisala s 10 year old presenc china
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",positive,"the price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",the price of raw material aluminium went up at the end of 2005 but the company considers its outlook for 2006 favourable,price raw material aluminium went up end 2005 company considers outlook 2006 favourable,price raw materi aluminium went up end 2005 compani consid outlook 2006 favour
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive,"the refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",the refining margin for the year was 13 39 bbl compared to 10 46 bbl in the prior year,refining margin year 13 39 bbl compared 10 46 bbl prior year,refin margin year 13 39 bbl compar 10 46 bbl prior year
"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",neutral,"the report also said nokia 's operations comprising the sites at bochum , ulm , dusseldorf , munich and frankfurt posted operating profit after interest of 246 mln eur .",the report also said nokia s operations comprising the sites at bochum ulm dusseldorf munich and frankfurt posted operating profit after interest of 246 mln eur,report said nokia s operations comprising sites bochum ulm dusseldorf munich frankfurt posted operating profit 246 mln eur,report said nokia s oper compris site bochum ulm dusseldorf munich frankfurt post oper profit 246 mln eur
"The subdivision made sales revenues last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profits of EUR 44.5 million EUR 7.4 million .",positive,"the subdivision made sales revenues last year of eur 480.7 million eur 414.9 million in 2008 , and operating profits of eur 44.5 million eur 7.4 million .",the subdivision made sales revenues last year of eur 480 7 million eur 414 9 million in 2008 and operating profits of eur 44 5 million eur 7 4 million,subdivision sales revenues year eur 480 7 million eur 414 9 million 2008 operating profits eur 44 5 million eur 7 4 million,subdivis sale revenu year eur 480 7 million eur 414 9 million 2008 oper profit eur 44 5 million eur 7 4 million
The value of orders on hand totaled EUR 237.1 mn .,neutral,the value of orders on hand totaled eur 237.1 mn .,the value of orders on hand totaled eur 237 1 mn,value orders hand totaled eur 237 1 mn,valu order hand total eur 237 1 mn
The value of the confirmed aircraft orders totals EUR 2bn .,neutral,the value of the confirmed aircraft orders totals eur 2bn .,the value of the confirmed aircraft orders totals eur 2bn,value confirmed aircraft orders totals eur 2bn,valu confirm aircraft order total eur 2bn
"Vaahto , which has entered the deal via its subsidiary Vaahto Pulp & Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .",positive,"vaahto , which has entered the deal via its subsidiary vaahto pulp & paper machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .",vaahto which has entered the deal via its subsidiary vaahto pulp paper machinery will supply two of the units in the end of 2010 while the remaining ones are expected for delivery in the beginning of 2011,vaahto entered deal subsidiary vaahto pulp paper machinery supply units end 2010 remaining ones expected delivery beginning 2011,vaahto enter deal subsidiari vaahto pulp paper machineri suppli unit end 2010 remain one expect deliveri begin 2011
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",positive,"via the move , the company aims annual savings of some eur 3 million usd 4.3 m , the main part of which are expected to be realized this year .",via the move the company aims annual savings of some eur 3 million usd 4 3 m the main part of which are expected to be realized this year,company aims annual savings eur 3 million usd 4 3 m main expected realized year,compani aim annual save eur 3 million usd 4 3 m main expect realiz year
Viking Line manages well with its current ferries .,positive,viking line manages well with its current ferries .,viking line manages well with its current ferries,viking line manages current ferries,vike line manag current ferri
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,positive,scania morgan stanley lifted the share target on swedish heavy-duty truck and bus maker scania ab to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,scania morgan stanley lifted the share target on swedish heavy duty truck and bus maker scania ab to 330 crowns 42 4 35 2 euro from 310 crowns 39 8 33 1 euro,scania morgan stanley lifted share target swedish heavy duty truck bus maker scania ab 330 crowns 42 4 35 2 euro 310 crowns 39 8 33 1 euro,scania morgan stanley lift share target swedish heavi duti truck bu maker scania ab 330 crown 42 4 35 2 euro 310 crown 39 8 33 1 euro
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,positive,` very recommendable ' is the nokian z g2 according to the ` adac judgement ' in the latest summer tyre test of the german automobile association adac .,very recommendable is the nokian z g2 according to the adac judgement in the latest summer tyre test of the german automobile association adac,recommendable nokian z g2 according adac judgement latest summer tyre test german automobile association adac,recommend nokian z g2 accord adac judgement latest summer tyre test german automobil associ adac
"`` In Ukraine , too , we act as a partner for major bakery clients in both production and product development .",neutral,"`` in ukraine , too , we act as a partner for major bakery clients in both production and product development .",`` in ukraine too we act as a partner for major bakery clients in both production and product development,`` ukraine act partner major bakery clients production product development,`` ukrain act partner major bakeri client product product develop
"`` Neste Oil is working with over 20 research communities in Europe , America , Africa , Asia , and Australia to develop and introduce new raw materials .",positive,"`` neste oil is working with over 20 research communities in europe , america , africa , asia , and australia to develop and introduce new raw materials .",`` neste oil is working with over 20 research communities in europe america africa asia and australia to develop and introduce new raw materials,`` neste oil working 20 research communities europe america africa asia australia develop introduce new raw materials,`` nest oil work 20 research commun europ america africa asia australia develop introduc new raw materi
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',positive,`` the announced investment of the carmaker hyundai for example sounds optimistically for us as of course new cars mean new tires . '',`` the announced investment of the carmaker hyundai for example sounds optimistically for us as of course new cars mean new tires '',`` announced investment carmaker hyundai example sounds optimistically course new cars mean new tires '',`` announc invest carmak hyundai exampl sound optimist cours new car mean new tire ''
`` They 've already allocated money for the inventory .,neutral,`` they 've already allocated money for the inventory .,`` they ve already allocated money for the inventory,`` ve allocated money inventory,`` ve alloc money inventori
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,positive,3 january 2011 - finnish flag carrier finnair oyj ( hel : fia1s ) said today it sealed a nine-year sale and leaseback agreement for its newest airbus a330 aircraft for syndication into the japanese operating lease market .,3 january 2011 finnish flag carrier finnair oyj hel fia1s said today it sealed a nine year sale and leaseback agreement for its newest airbus a330 aircraft for syndication into the japanese operating lease market,3 january 2011 finnish flag carrier finnair oyj hel fia1s said today sealed year sale leaseback agreement newest airbus a330 aircraft syndication japanese operating lease market,3 januari 2011 finnish flag carrier finnair oyj hel fia1 said today seal year sale leaseback agreement newest airbu a330 aircraft syndic japanes oper leas market
"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",positive,"according to acnielsen 's scantrack study for the period week 10 of 2005 to week 9 of 2006 , coca-cola is the market leader in soft drinks in finland .",according to acnielsen s scantrack study for the period week 10 of 2005 to week 9 of 2006 coca cola is the market leader in soft drinks in finland,according acnielsen s scantrack study period week 10 2005 week 9 2006 coca cola market leader soft drinks finland,accord acnielsen s scantrack studi period week 10 2005 week 9 2006 coca cola market leader soft drink finland
Finnish Ahlstrom Corporation has ordered key production equipment for a new glass nonwovens production line at its Russian Tver Mill from Finnish Vaahto Pulp & Paper Machinery ( that is part of Vaahto Group ) .,positive,finnish ahlstrom corporation has ordered key production equipment for a new glass nonwovens production line at its russian tver mill from finnish vaahto pulp & paper machinery ( that is part of vaahto group ) .,finnish ahlstrom corporation has ordered key production equipment for a new glass nonwovens production line at its russian tver mill from finnish vaahto pulp paper machinery that is part of vaahto group,finnish ahlstrom corporation ordered key production equipment new glass nonwovens production line russian tver finnish vaahto pulp paper machinery vaahto group,finnish ahlstrom corpor order key product equip new glass nonwoven product line russian tver finnish vaahto pulp paper machineri vaahto group
Finnish navigation device manufacturer Benefon that is changing its name to GeoSentric reports net sales of about EUR 1.1 mn in the second quarter of 2007 .,neutral,finnish navigation device manufacturer benefon that is changing its name to geosentric reports net sales of about eur 1.1 mn in the second quarter of 2007 .,finnish navigation device manufacturer benefon that is changing its name to geosentric reports net sales of about eur 1 1 mn in the second quarter of 2007,finnish navigation device manufacturer benefon changing geosentric reports net sales eur 1 1 mn second quarter 2007,finnish navig devic manufactur benefon chang geosentr report net sale eur 1 1 mn second quarter 2007
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,positive,finnish vacon has signed significant deals with norwegian scandinavian electric systems ( ses ) on the supply of ac drives .,finnish vacon has signed significant deals with norwegian scandinavian electric systems ses on the supply of ac drives,finnish vacon signed significant deals norwegian scandinavian electric systems ses supply ac drives,finnish vacon sign signific deal norwegian scandinavian electr system se suppli ac drive
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,positive,finnish-swedish tietoenator is expanding its business quickly in russia .,finnish swedish tietoenator is expanding its business quickly in russia,finnish swedish tietoenator expanding business quickly russia,finnish swedish tietoen expand busi quickli russia
